gene_id	gene_name	est_counts	tpm
ENSG00000158292.7	GPR153	353.0	8.02073
ENSG00000097021.19	ACOT7	1699.9909800000003	123.15519799999998
ENSG00000271746.1	AL031848.2	0.0	0.0
ENSG00000069812.11	HES2	50.37113	2.2470090000000003
ENSG00000187017.16	ESPN	5.510090999999999	0.825831
ENSG00000265392.1	MIR4252	0.0	0.0
ENSG00000231868.1	AL031848.1	0.0	0.0
ENSG00000215788.10	TNFRSF25	284.03772599999996	21.2251431
ENSG00000171680.21	PLEKHG5	1487.14280373054	37.9406100990338
ENSG00000162408.11	NOL9	555.54323	13.66054
ENSG00000253022.1	RNU6-731P	0.0	0.0
ENSG00000229519.2	AL591866.1	0.0	0.0
ENSG00000173662.21	TAS1R1	558.0	27.530260000000002
ENSG00000204859.13	ZBTB48	155.99974	7.356961
ENSG00000162413.16	KLHL21	2729.74089	58.048443
ENSG00000116273.6	PHF13	199.0	5.25408
ENSG00000041988.15	THAP3	184.95154999999997	15.108706000000002
ENSG00000007923.16	DNAJC11	903.00028	30.434404999999998
ENSG00000228750.6	LINC01672	0.0	0.0
ENSG00000284744.1	AL591163.1	0.0	0.0
ENSG00000237436.1	CAMTA1-DT	0.0	0.0
ENSG00000171735.19	CAMTA1	405.99990400000013	75.079533
ENSG00000227950.1	AL590128.1	0.0	0.0
ENSG00000237365.1	AL512330.1	0.0	0.0
ENSG00000207056.1	RNU1-8P	0.0	0.0
ENSG00000237402.1	CAMTA1-IT1	0.0	0.0
ENSG00000237728.2	Z97987.1	0.0	0.0
ENSG00000225126.1	AL365194.1	0.0	0.0
ENSG00000270171.1	AL359881.3	0.0	0.0
ENSG00000270035.1	AL359881.2	0.0	0.0
ENSG00000269978.1	AL359881.1	0.0	0.0
ENSG00000049245.13	VAMP3	2392.01519	108.374903
ENSG00000269925.1	Z98884.2	0.0	0.0
ENSG00000049246.14	PER3	62.0000200302542	1.031131000455809
ENSG00000236266.1	Z98884.1	0.0	0.0
ENSG00000049247.13	UTS2	0.0	0.0
ENSG00000049249.8	TNFRSF9	20.235025	0.619796
ENSG00000270330.1	AL009183.1	0.0	0.0
ENSG00000116288.13	PARK7	4052.15421	566.224425
ENSG00000200344.1	RF00019	0.0	0.0
ENSG00000284747.1	AL034417.4	0.0	0.0
ENSG00000284716.1	AL034417.3	0.0	0.0
ENSG00000116285.13	ERRFI1	2876.99939	96.724606
ENSG00000238290.1	AL034417.2	0.0	0.0
ENSG00000232848.1	AL034417.1	0.0	0.0
ENSG00000229305.1	AL358876.1	0.0	0.0
ENSG00000227634.2	LINC01714	0.0	0.0
ENSG00000200975.1	RNU1-7P	0.0	0.0
ENSG00000233645.1	AL358876.2	0.0	0.0
ENSG00000251977.1	RNU6-991P	0.0	0.0
ENSG00000162426.14	SLC45A1	51.00004	2.236086
ENSG00000252254.1	RF00019	0.0	0.0
ENSG00000142599.18	RERE	512.99985	11.510038999999999
ENSG00000232912.5	RERE-AS1	0.0	0.0
ENSG00000221083.1	RF00599	0.0	0.0
ENSG00000270282.1	AL096855.1	0.0	0.0
ENSG00000234619.1	RPL7P11	1.00316	0.1779
ENSG00000224315.2	RPL7P7	0.0	0.0
ENSG00000222511.2	RF00019	0.0	0.0
ENSG00000226545.1	AL357552.1	0.0	0.0
ENSG00000228423.2	AL357552.2	0.0	0.0
ENSG00000229716.2	RPL23AP19	0.0	0.0
ENSG00000074800.15	ENO1	12080.289190000001	689.2817649999997
ENSG00000274258.1	MIR6728	0.0	0.0
ENSG00000230679.1	ENO1-AS1	0.0	0.0
ENSG00000201725.1	RNU6-304P	0.0	0.0
ENSG00000238249.2	HMGN2P17	5.04538	0.769147
ENSG00000232208.2	AL139415.1	0.0	0.0
ENSG00000232663.2	AL139415.2	0.0	0.0
ENSG00000131686.15	CA6	2.06127	0.14034
ENSG00000265141.2	RN7SL451P	0.0	0.0
ENSG00000197241.3	SLC2A7	0.0	0.0
ENSG00000142583.17	SLC2A5	364.4274382000001	14.323048969999999
ENSG00000252404.1	RF00424	0.0	0.0
ENSG00000180758.12	GPR157	47.6356	0.86862
ENSG00000228526.7	MIR34AHG	0.0	0.0
ENSG00000284357.1	MIR34A	0.0	0.0
ENSG00000234546.3	LNCTAM34A	0.0	0.0
ENSG00000049239.12	H6PD	394.81690000000003	4.68199
ENSG00000171621.14	SPSB1	249.99977	11.326711999999999
ENSG00000284652.1	BX323043.1	0.0	0.0
ENSG00000284693.1	LINC02606	0.0	0.0
ENSG00000252956.1	RNA5SP40	0.0	0.0
ENSG00000235263.1	AL928921.1	0.0	0.0
ENSG00000171612.7	SLC25A33	102.15	2.5284
ENSG00000231181.1	AL954705.1	0.0	0.0
ENSG00000188807.13	TMEM201	375.0005	9.33098
ENSG00000171608.15	PIK3CD	571.37266	12.185016
ENSG00000179840.5	PIK3CD-AS1	0.0	0.0
ENSG00000233268.3	AL691449.1	0.0	0.0
ENSG00000231789.2	PIK3CD-AS2	0.0	0.0
ENSG00000171603.17	CLSTN1	131.18444	3.512052
ENSG00000271264.1	MZT1P1	0.0	0.0
ENSG00000280113.2	AL357140.3	0.0	0.0
ENSG00000178585.15	CTNNBIP1	285.99989999999997	20.18628
ENSG00000223989.1	AL357140.1	0.0	0.0
ENSG00000285701.1	AL357140.4	0.0	0.0
ENSG00000162441.12	LZIC	386.98292000000004	25.750767999999997
ENSG00000228150.1	AL357140.2	0.0	0.0
ENSG00000173614.14	NMNAT1	190.4225	9.343329999999998
ENSG00000202415.1	RN7SKP269	0.0	0.0
ENSG00000283611.2	TMEM274P	0.0	0.0
ENSG00000265521.1	MIR5697	0.0	0.0
ENSG00000241326.1	AL603962.1	0.0	0.0
ENSG00000162444.12	RBP7	4.14761	0.52921
ENSG00000130939.19	UBE4B	602.7945699999999	16.3685
ENSG00000224340.1	AL590639.1	0.0	0.0
ENSG00000233623.2	PGAM1P11	1.0	0.170144
ENSG00000201746.1	RNU6-828P	0.0	0.0
ENSG00000054523.17	KIF1B	1834.6133699999998	26.6539457
ENSG00000264881.1	AL358013.1	0.0	0.0
ENSG00000199562.1	RNU6-37P	0.0	0.0
ENSG00000264501.2	RN7SL731P	0.0	0.0
ENSG00000284735.1	AL139424.3	0.0	0.0
ENSG00000284642.1	AL139424.2	0.0	0.0
ENSG00000142657.21	PGD	5355.999269999999	280.771793
ENSG00000271989.1	AL139424.1	0.0	0.0
ENSG00000251503.8	CENPS-CORT	7.89626	1.7817509999999999
ENSG00000175279.22	CENPS	73.13744	9.045160000000001
ENSG00000241563.3	CORT	2.96621	0.275859
ENSG00000160049.12	DFFA	749.553	30.74407
ENSG00000203469.2	AL354956.1	0.0	0.0
ENSG00000142655.13	PEX14	285.95324	15.231982
ENSG00000243267.3	RN7SL614P	0.0	0.0
ENSG00000130940.15	CASZ1	514.17248	19.033439
ENSG00000272078.1	AL139423.1	0.0	0.0
ENSG00000225158.2	HSPE1P24	0.0	0.0
ENSG00000175262.14	C1orf127	3.00476	0.127096
ENSG00000215785.2	CFL1P6	0.0	0.0
ENSG00000120948.17	TARDBP	1887.704438	105.220405
ENSG00000277726.4	AL109811.3	9.266977	1.6638588
ENSG00000009724.16	MASP2	3.11389	0.1297793
ENSG00000271895.2	AL109811.2	0.0	0.0
ENSG00000116649.10	SRM	680.9996299999999	59.953796
ENSG00000171824.14	EXOSC10	1089.5405600000001	41.464487299999995
ENSG00000226849.1	AL109811.1	0.0	0.0
ENSG00000230337.1	EXOSC10-AS1	0.0	0.0
ENSG00000198793.12	MTOR	794.9998499999999	9.720421900000002
ENSG00000225602.5	MTOR-AS1	0.0	0.0
ENSG00000253086.1	RNU6-537P	0.0	0.0
ENSG00000171819.5	ANGPTL7	19.0	0.840261
ENSG00000207451.1	RNU6-291P	0.0	0.0
ENSG00000238173.1	RPL39P6	0.0	0.0
ENSG00000120942.13	UBIAD1	427.04878	14.219362
ENSG00000238199.1	UBE2V2P3	0.0	0.0
ENSG00000284646.1	AL031291.1	0.0	0.0
ENSG00000224338.2	MTCYBP45	0.0	0.0
ENSG00000204624.8	DISP3	7.0	0.12595
ENSG00000285833.1	AL590989.1	0.0	0.0
ENSG00000235643.1	LINC01647	0.0	0.0
ENSG00000284708.1	AL031731.1	0.0	0.0
ENSG00000116661.11	FBXO2	5.2126	0.321167
ENSG00000132879.14	FBXO44	106.43463	5.489661
ENSG00000116663.11	FBXO6	46.1167	3.25763
ENSG00000116670.15	MAD2L2	668.99987	68.07659399999999
ENSG00000162490.7	DRAXIN	22.0613	0.281601
ENSG00000177674.16	AGTRAP	617.9996850000001	58.8848677
ENSG00000215910.7	C1orf167	78.61393000000001	8.925699999999999
ENSG00000177553.6	AL953897.1	0.0	0.0
ENSG00000177000.12	MTHFR	389.36761500000006	11.285475700000001
ENSG00000011021.23	CLCN6	290.34738	10.575118999999999
ENSG00000276470.1	RF02156	0.0	0.0
ENSG00000278852.1	RF02157	0.0	0.0
ENSG00000175206.10	NPPA	10.66749	1.4080469999999998
ENSG00000275915.1	RF02158	0.0	0.0
ENSG00000120937.9	NPPB	1.0	0.161805
ENSG00000224904.1	AL021155.1	0.0	0.0
ENSG00000285646.1	AL021155.2	0.0	0.0
ENSG00000199347.1	RNU5E-1	0.0	0.0
ENSG00000201801.1	RNU5E-4P	0.0	0.0
ENSG00000116685.16	KIAA2013	124.5675	4.948145
ENSG00000083444.17	PLOD1	3403.30715	114.725775
ENSG00000116688.16	MFN2	1770.004400688522	42.590819014458404
ENSG00000270914.1	AL096840.1	0.0	0.0
ENSG00000116691.11	MIIP	357.0002	24.116582
ENSG00000202461.1	RF00019	0.0	0.0
ENSG00000276869.1	MIR6729	0.0	0.0
ENSG00000243539.3	RN7SL649P	0.0	0.0
ENSG00000120949.15	TNFRSF8	1.0	0.0405679
ENSG00000201135.1	RNU6-777P	0.0	0.0
ENSG00000227875.2	RPL23AP89	0.0	0.0
ENSG00000285604.1	AL357835.1	0.0	0.0
ENSG00000283789.1	MIR7846	0.0	0.0
ENSG00000028137.19	TNFRSF1B	49.2837	1.31972
ENSG00000263676.1	MIR4632	0.0	0.0
ENSG00000225196.2	RPL10P17	0.0	0.0
ENSG00000252969.1	RF00156	0.0	0.0
ENSG00000048707.15	VPS13D	356.4811439	2.0722386497
ENSG00000239149.1	SNORA59A	0.0	0.0
ENSG00000229484.1	AC243836.1	0.0	0.0
ENSG00000162496.9	DHRS3	80.97534	3.743775
ENSG00000221340.1	RNU6ATAC18P	0.0	0.0
ENSG00000276830.1	MIR6730	0.0	0.0
ENSG00000272482.1	AC254633.1	0.0	0.0
ENSG00000204518.2	AADACL4	0.0	0.0
ENSG00000226166.2	AC244670.1	0.0	0.0
ENSG00000188984.12	AADACL3	0.0	0.0
ENSG00000157330.10	C1orf158	4.66983	0.125742
ENSG00000116726.4	PRAMEF12	156.944	8.7855
ENSG00000116721.9	PRAMEF1	115.275	5.25933
ENSG00000228338.1	LINC01784	0.0	0.0
ENSG00000239810.3	PRAMEF11	28.2946	1.52915
ENSG00000231103.2	PRAMEF30P	0.0	0.0
ENSG00000179172.9	HNRNPCL1	5.37188	0.510919
ENSG00000120952.4	PRAMEF2	58.2164	3.57092
ENSG00000243073.3	PRAMEF4	6.63959	0.362439
ENSG00000187545.5	PRAMEF10	0.0	0.0
ENSG00000204510.5	PRAMEF7	19.7408	1.25252
ENSG00000207434.1	RNU6-1072P	0.0	0.0
ENSG00000234064.1	PRAMEF29P	0.0	0.0
ENSG00000232423.6	PRAMEF6	22.4134	1.307024
ENSG00000274178.2	PRAMEF28P	0.0	0.0
ENSG00000274764.5	PRAMEF27	7.88289	0.421576
ENSG00000277058.2	HNRNPCL3	10.9721	1.00223
ENSG00000229571.7	PRAMEF25	20.1558000507791	1.07793000275235
ENSG00000277862.1	PRAMEF34P	6.61269	0.466042
ENSG00000236179.1	PRAMEF35P	0.0	0.0
ENSG00000275774.2	HNRNPCL2	2.24585	0.205143
ENSG00000229978.1	PRAMEF36P	0.0238788	0.0016765
ENSG00000233336.1	AC245056.1	0.0	0.0
ENSG00000280267.4	PRAMEF26	1.56883e-06	8.3901e-08
ENSG00000179412.10	HNRNPCL4	0.0	0.0
ENSG00000204505.4	PRAMEF9	81.2734	4.34649
ENSG00000279169.2	PRAMEF13	20.87363	1.429636
ENSG00000279804.2	PRAMEF18	0.605665	0.0289652
ENSG00000250894.1	PRAMEF31P	0.0	0.0
ENSG00000270601.4	PRAMEF5	0.0	0.0
ENSG00000231219.1	PRAMEF32P	0.0	0.0
ENSG00000207511.1	RNU6-771P	0.0	0.0
ENSG00000182330.10	PRAMEF8	45.191600767036	2.4437600486670004
ENSG00000237700.2	PRAMEF33	0.0	0.0
ENSG00000204501.7	PRAMEF15	70.5855	3.77053
ENSG00000228229.2	AC243961.1	0.0	0.0
ENSG00000204481.7	PRAMEF14	102.901	6.78095
ENSG00000204480.8	PRAMEF19	10.7887	0.764441
ENSG00000204479.4	PRAMEF17	4.0	0.25626
ENSG00000204478.9	PRAMEF20	40.3444	2.661056
ENSG00000162494.6	LRRC38	0.0	0.0
ENSG00000259961.1	AL354712.1	0.0	0.0
ENSG00000215909.3	BRWD1P1	0.0	0.0
ENSG00000162493.16	PDPN	1481.6603396000003	72.54044505099999
ENSG00000222952.1	RNA5SP41	0.0	0.0
ENSG00000237445.2	AL359771.1	0.0	0.0
ENSG00000253085.1	RF00564	0.0	0.0
ENSG00000116731.22	PRDM2	526.20612	11.2016445
ENSG00000189337.17	KAZN	119.07417	6.200602399999999
ENSG00000252151.1	RNU6-1265P	0.0	0.0
ENSG00000231606.1	AL357873.1	0.0	0.0
ENSG00000234593.2	KAZN-AS1	0.0	0.0
ENSG00000235829.1	TBCAP2	0.0	0.0
ENSG00000175147.12	TMEM51-AS1	0.0	0.0
ENSG00000171729.14	TMEM51	17.99999	0.967471
ENSG00000204464.7	C1orf195	0.0	0.0
ENSG00000215720.4	AL035405.1	0.0	0.0
ENSG00000278480.1	AL391094.1	0.0	0.0
ENSG00000142621.19	FHAD1	116.10979999999999	7.622139
ENSG00000233485.1	AL031283.2	0.0	0.0
ENSG00000236045.1	AL031283.3	0.0	0.0
ENSG00000228140.1	AL031283.1	0.0	0.0
ENSG00000142634.13	EFHD2	549.9999	25.58043
ENSG00000162438.11	CTRC	4.77487	0.4054208
ENSG00000142615.8	CELA2A	1.07032	0.126924
ENSG00000215704.9	CELA2B	8.929670000000002	2.007498
ENSG00000132906.18	CASP9	240.74158	13.651233999999999
ENSG00000116138.13	DNAJC16	332.3940850303799	7.975909003012401
ENSG00000251866.1	SCARNA21B	0.0	0.0
ENSG00000272510.1	AL121992.3	0.0	0.0
ENSG00000116771.6	AGMAT	23.0359	0.71866
ENSG00000237301.1	AL121992.1	0.0	0.0
ENSG00000235084.3	CHCHD2P6	7.55461	2.23786
ENSG00000252417.1	RNU7-179P	0.0	0.0
ENSG00000236500.1	CD24P1	0.0	0.0
ENSG00000197312.12	DDI2	674.1719	22.08184
ENSG00000215695.1	RSC1A1	161.9	8.70382
ENSG00000271742.1	AL121992.2	0.0	0.0
